index,pptx_file,Page_Num,difficulty,url
141,EMANUELA ROSSI 5_CRF DEVELOPMENT_HANDS ON RRI_20230117.pptx,14,Median,https://zenodo.org/api/records/7646077/files/EMANUELA ROSSI 5_CRF DEVELOPMENT_HANDS ON RRI_20230117.pptx/content
142,DOAJ Inclusion Criteria.pptx,19,Median,https://zenodo.org/api/records/7848208/files/DOAJ Inclusion Criteria.pptx/content
143,LIEAF17_Goetz.pptx,15,Median,https://zenodo.org/api/records/7311683/files/LIEAF17_Goetz.pptx/content
144,RDA workshop OSF - ITALY - def.pptx,1,Median,https://zenodo.org/api/records/3479502/files/RDA workshop OSF - ITALY - def.pptx/content
145,2023_24_WS_Introduction to Research Data Management.pptx,45,Median,https://zenodo.org/api/records/10210151/files/2023_24_WS_Introduction to Research Data Management.pptx/content
146,Experiments CybSPEEED.pptx,10,Median,https://zenodo.org/api/records/1405505/files/Experiments CybSPEEED.pptx/content
147,2019-03 metrics-SUB.pptx,13,Median,https://zenodo.org/api/records/2660846/files/2019-03 metrics-SUB.pptx/content
148,EOSC-SJones_WBUkraine_training.pptx,1,Median,https://zenodo.org/api/records/10358041/files/EOSC-SJones_WB+Ukraine_training.pptx/content
149,indriolo.pptx,19,Median,https://zenodo.org/api/records/1300180/files/indriolo.pptx/content
150,3062024_MarijkeBeersmans_DHBenelux powerpointFINAL.pptx,19,Median,https://zenodo.org/api/records/11457275/files/3062024_MarijkeBeersmans_DHBenelux powerpointFINAL.pptx/content
151,altDlFslides.pptx,9,Median,https://zenodo.org/api/records/4965404/files/altDlFslides.pptx/content
152,Wind Energy as a Use Case for General Energy System Integration - A1.pptx,1,Median,https://zenodo.org/api/records/4562392/files/Wind Energy as a Use Case for General Energy System Integration - (A1).pptx/content
153,sk5003_w08_growth_model_20230513_v6.pptx,7,Median,https://zenodo.org/api/records/7931524/files/sk5003_w08_growth_model_20230513_v6.pptx/content
154,OS_4_PhD_2019.pptx,12,Median,https://zenodo.org/api/records/3606029/files/OS_4_PhD_2019.pptx/content
155,Surveyed_or_registered_TARKI_CESSDA_webinar_2022.pptx,35,Median,https://zenodo.org/api/records/7989013/files/Surveyed_or_registered_TARKI_CESSDA_webinar_2022.pptx/content
156,Understanding Benchmarking and Tracking Equity and Inclusion in Open Access and Open Science.pptx,9,Median,"https://zenodo.org/api/records/13840345/files/Understanding, Benchmarking, and Tracking Equity and Inclusion in Open Access and Open Science.pptx/content"
157,1.3 SNS - OS e RDM.pptx,7,Median,https://zenodo.org/api/records/6324828/files/1.3 SNS - OS e RDM.pptx/content
158,tu sampling.pptx,27,Median,https://zenodo.org/api/records/10717677/files/tu sampling.pptx/content
159,LetterHead Project.pptx,12,Median,https://zenodo.org/api/records/8310374/files/LetterHead Project.pptx/content
160,LIAISON how to guides training. All modules.pptx,24,Median,https://zenodo.org/api/records/6475540/files/LIAISON how to guides training. All modules.pptx/content
161,FORCE2019_pontika_v3.pptx,20,Median,https://zenodo.org/api/records/3501625/files/FORCE2019_pontika_v3.pptx/content
162,YASMINA - Yasmina Amalia.pptx,24,Median,https://zenodo.org/api/records/7258526/files/YASMINA - Yasmina Amalia.pptx/content
163,Webinar DOAJ- SciELO ArgMex.pptx,2,Median,https://zenodo.org/api/records/13743602/files/Webinar DOAJ- SciELO ArgMex.pptx/content
164,donnees_5-points_20211018.pptx,78,Median,https://zenodo.org/api/records/5607611/files/donnees_5-points_20211018.pptx/content
165,Fathallah_Exeter University_November 2023_slides.pptx,6,Median,https://zenodo.org/api/records/10189397/files/Fathallah_Exeter University_November 2023_slides.pptx/content
166,PowerPoint slide for_Citizen Science at Your Library_ECS  SciStarter.pptx,6,Median,https://zenodo.org/api/records/12734241/files/PowerPoint slide for_Citizen Science at Your Library_ECS & SciStarter.pptx/content
167,Whitaker_CumberlandLodge_January2020.pptx,3,Median,https://zenodo.org/api/records/3601497/files/Whitaker_CumberlandLodge_January2020.pptx/content
168,2018Apr05 NADDI.pptx,51,Median,https://zenodo.org/api/records/1213320/files/2018Apr05 NADDI.pptx/content
169,Iverson_S6.pptx,40,Median,https://zenodo.org/api/records/3228369/files/Iverson_S6.pptx/content
170,PRECINCT Conference Final Deck Day 2.pptx,14,Median,https://zenodo.org/api/records/8392127/files/PRECINCT Conference Final Deck Day 2.pptx/content
171,Hyponatremia.pptx,9,Median,https://zenodo.org/api/records/13314369/files/Hyponatremia.pptx/content
172,20240607_ucr_post_asms_symposium.pptx,12,Median,https://zenodo.org/api/records/13710537/files/20240607_ucr_post_asms_symposium.pptx/content
173,McEachern Steve. Setting the context.pptx,3,Median,"https://zenodo.org/api/records/7834728/files/McEachern, Steve. Setting the context.pptx/content"
174,TuringWay-FOSS21-WITH_SPEAKERS-NOTES.pptx,19,Median,https://zenodo.org/api/records/4537702/files/TuringWay-FOSS21-WITH_SPEAKERS-NOTES.pptx/content
175,2022_06_10_SEMINARIO SIENA.pptx,6,Median,https://zenodo.org/api/records/7634547/files/2022_06_10_SEMINARIO SIENA.pptx/content
176,OpenScience-HH-lectures_bargheer_191028.pptx,13,Median,https://zenodo.org/api/records/3521441/files/OpenScience-HH-lectures_bargheer_191028.pptx/content
177,DHBenelux24_ModellingBookAuctions.pptx,15,Median,https://zenodo.org/api/records/11517798/files/DHBenelux24_ModellingBookAuctions.pptx/content
178,Evans ORCID Regional meeting 30 March 2020 FINAL.pptx,14,Median,https://zenodo.org/api/records/3741918/files/Evans ORCID Regional meeting 30 March 2020 FINAL.pptx/content
179,IDCC24-Vilhuber-TROV-lightning-talk.pptx,10,Median,https://zenodo.org/api/records/10718420/files/IDCC24-Vilhuber-TROV-lightning-talk.pptx/content
180,Cogniton et exeprience utilisateur.pptx,17,Median,https://zenodo.org/api/records/4709936/files/Cogniton et exéprience utilisateur.pptx/content
181,LDW_Decouvrir-les-editeurs-de-texte-en-Markdown_2024-02-07.pptx,7,Median,https://zenodo.org/api/records/10684115/files/LDW_Decouvrir-les-editeurs-de-texte-en-Markdown_2024-02-07.pptx/content
182,FORCE2019-preprints-panel.pptx,5,Median,https://zenodo.org/api/records/3515895/files/FORCE2019-preprints-panel.pptx/content
183,LIAISON how to guides training. All modules.pptx,41,Median,https://zenodo.org/api/records/6475540/files/LIAISON how to guides training. All modules.pptx/content
184,Capstone_Wenyu Zeng.pptx,6,Median,https://zenodo.org/api/records/4737846/files/Capstone_Wenyu Zeng.pptx/content
185,sop-workshop_borghi_2025-09-26.pptx,23,Median,https://zenodo.org/api/records/13844630/files/sop-workshop_borghi_2025-09-26.pptx/content
186,PPT AR0011_Ismianti - ismianti ismianti.pptx,1,Median,https://zenodo.org/api/records/7253802/files/PPT AR0011_Ismianti - ismianti ismianti.pptx/content
187,Cours-PGD-sept22.pptx,89,Median,https://zenodo.org/api/records/7382546/files/Cours-PGD-sept22.pptx/content
188,sk5003_w09_midterm_20230513_v3.pptx,16,Median,https://zenodo.org/api/records/7972948/files/sk5003_w09_midterm_20230513_v3.pptx/content
189,SGibson - RSECon23 - Embedding R2R in RSE practices.pptx,12,Median,https://zenodo.org/api/records/8228653/files/SGibson - RSECon23 - Embedding R2R in RSE practices.pptx/content
190,Cours-PGD-sept22.pptx,87,Median,https://zenodo.org/api/records/7382546/files/Cours-PGD-sept22.pptx/content
191,Insider Trading and Networked Directors - SASE2018.pptx,18,Median,https://zenodo.org/api/records/1296543/files/Insider Trading and Networked Directors - SASE2018.pptx/content
192,CHEP2019_52.pptx,2,Median,https://zenodo.org/api/records/3598779/files/CHEP2019_52.pptx/content
193,RAEMY_Alexandria_IIIF_20191030.pptx,12,Median,https://zenodo.org/api/records/3463088/files/RAEMY_Alexandria_IIIF_20191030.pptx/content
194,TACAKOMSC2.pptx,10,Median,https://zenodo.org/api/records/4598136/files/TAC+AKO+MSC2.pptx/content
195,DOAJ Inclusion Criteria.pptx,45,Median,https://zenodo.org/api/records/7848208/files/DOAJ Inclusion Criteria.pptx/content
196,Vilhuber-Presentation-nia-2021-05-10.pptx,68,Median,https://zenodo.org/api/records/4791013/files/Vilhuber-Presentation-nia-2021-05-10.pptx/content
197,FORCE2019collateddeck2  -  Read-Only.pptx,53,Median,https://zenodo.org/api/records/3524461/files/FORCE2019collateddeck[2]  -  Read-Only.pptx/content
198,Circuit-publication-SHS_2024_Zenodo.pptx,71,Median,https://zenodo.org/api/records/10847742/files/Circuit-publication-SHS_2024_Zenodo.pptx/content
199,sk5003_w08_growth_model_20230513_v6.pptx,2,Median,https://zenodo.org/api/records/7931524/files/sk5003_w08_growth_model_20230513_v6.pptx/content
200,6_Model_Calibration_Validation_2022.pptx,20,Median,https://zenodo.org/api/records/7500924/files/6_Model_Calibration_Validation_2022.pptx/content
201,sk5003_w07_import_20230506_v9.pptx,76,Complex,https://zenodo.org/api/records/7903448/files/sk5003_w07_import_20230506_v9.pptx/content
202,Tema5.1. Sonidos palabras y significado.pptx,5,Complex,"https://zenodo.org/api/records/10184581/files/Tema5.1. Sonidos, palabras y significado.pptx/content"
203,sk5003_w07_import_20230506_v9.pptx,41,Complex,https://zenodo.org/api/records/7903448/files/sk5003_w07_import_20230506_v9.pptx/content
204,RAEMY_Alexandria_IIIF_20191030.pptx,28,Complex,https://zenodo.org/api/records/3463088/files/RAEMY_Alexandria_IIIF_20191030.pptx/content
205,Apresentacao1-3.pptx,34,Complex,https://zenodo.org/api/records/4048464/files/2020_08_21_DSPG_FINALPres.pptx/content
206,Porcaro_Preprocessing_EEGLAB_2.pptx,3,Complex,https://zenodo.org/api/records/10076016/files/Porcaro_Preprocessing_EEGLAB_2.pptx/content
207,Apresentacao1-3.pptx,5,Complex,https://zenodo.org/api/records/4048464/files/2020_08_21_DSPG_FINALPres.pptx/content
208,IWI_LUH_SIDDATA_Project_TIB_seminar_210121.pptx,11,Complex,https://zenodo.org/api/records/4461054/files/IWI_LUH_SIDDATA_Project_TIB_seminar_210121.pptx/content
209,FAIR-EG-webinar-23April2018-WITH DIAGRAM IMAGES.pptx,5,Complex,https://zenodo.org/api/records/1228060/files/FAIR-EG-webinar-23April2018-WITH DIAGRAM IMAGES.pptx/content
210,OKLIS presentation.pptx,18,Complex,https://zenodo.org/api/records/10823009/files/OKLIS presentation.pptx/content
211,Cours-Infosci-UBM-2024-22mars.pptx,8,Complex,https://zenodo.org/api/records/10851826/files/Cours-Infosci-UBM-2024-22mars.pptx/content
212,m7s2019_Kubik-Andrew.pptx,33,Complex,https://zenodo.org/api/records/3907077/files/m7s2019_Kubik-Andrew.pptx/content
213,20220323_Gentemann_NAS_CESAS_OSSI 1.pptx,9,Complex,https://zenodo.org/api/records/6374471/files/20220323_Gentemann_NAS_CESAS_OSSI (1).pptx/content
214,sk5003_w07_import_20230506_v9.pptx,62,Complex,https://zenodo.org/api/records/7903448/files/sk5003_w07_import_20230506_v9.pptx/content
215,OS_3_Open Access_politiche EU.pptx,33,Complex,https://zenodo.org/api/records/7356103/files/OS_3_Open Access_politiche EU.pptx/content
216,OS_ITA_2.pptx,41,Complex,https://zenodo.org/api/records/3688823/files/OS_ITA_2.pptx/content
217,OS_4_PhD_2019.pptx,39,Complex,https://zenodo.org/api/records/3606029/files/OS_4_PhD_2019.pptx/content
218,TanonReyes_presentation.pptx,10,Complex,https://zenodo.org/api/records/3776520/files/TañónReyes_presentation.pptx/content
219,Whitaker_TuringWay_EMBOPopGen_March2022.pptx,23,Complex,https://zenodo.org/api/records/6382746/files/Whitaker_TuringWay_EMBOPopGen_March2022.pptx/content
220,02-Intro-RDM.pptx,1,Complex,https://zenodo.org/api/records/1451961/files/02-Intro-RDM.pptx/content
221,International Conference on Advance Research in Agriculture and Food 2022powerpoint 1.pptx,27,Complex,https://zenodo.org/api/records/7265225/files/International Conference on Advance Research in Agriculture and Food 2022powerpoint 1.pptx/content
222,OS_4_PhD_2020.pptx,12,Complex,https://zenodo.org/api/records/3686834/files/OS_4_PhD_2020.pptx/content
223,Open Data STM_2024-02-27.pptx,8,Complex,https://zenodo.org/api/records/10721820/files/Open Data STM_2024-02-27.pptx/content
224,PPT_Totok Wahyu Abadi.pptx,11,Complex,https://zenodo.org/api/records/4108472/files/PPT_Totok Wahyu Abadi.pptx/content
225,tu sampling.pptx,48,Complex,https://zenodo.org/api/records/10717677/files/tu sampling.pptx/content
226,donnees_5-points_20211018.pptx,43,Complex,https://zenodo.org/api/records/5607611/files/donnees_5-points_20211018.pptx/content
227,PRECINCT Project General Introduction Presentation.pptx,5,Complex,https://zenodo.org/api/records/8155207/files/PRECINCT Project General Introduction Presentation.pptx/content
228,Unipv_04122023.pptx,21,Complex,https://zenodo.org/api/records/10258701/files/Unipv_04122023.pptx/content
229,1monitoramento-nas-fi-es-prodmayo20201.pptx,20,Complex,https://zenodo.org/api/records/7741457/files/1monitoramento-nas-fi-es-prodmayo20201.pptx/content
230,Data_Management_DMW.pptx,22,Complex,https://zenodo.org/api/records/8025067/files/Data_Management_DMW.pptx/content
231,2013-07-09-slides-ISKOUK-Conference-MSomerville.pptx,3,Complex,https://zenodo.org/api/records/8425512/files/2013-07-09-slides-ISKOUK-Conference-MSomerville.pptx/content
232,sustainableNetworking.pptx,115,Complex,https://zenodo.org/api/records/11203351/files/sustainableNetworking.pptx/content
233,Workshop_Zotero_for_individuals_and_groups_v1.1.pptx,51,Complex,https://zenodo.org/api/records/6652023/files/Workshop_Zotero_for_individuals_and_groups_v1.1.pptx/content
234,MalvikaSharan-TuringLunchAndLearn-Seminar-June2021.pptx,23,Complex,https://zenodo.org/api/records/4955465/files/MalvikaSharan-TuringLunchAndLearn-Seminar-June2021.pptx/content
235,2023_08_30_PoL_Cimini.pptx,26,Complex,https://zenodo.org/api/records/8300930/files/2023_08_30_PoL_Cimini.pptx/content
236,1monitoramento-nas-fi-es-prodmayo20201.pptx,52,Complex,https://zenodo.org/api/records/7741457/files/1monitoramento-nas-fi-es-prodmayo20201.pptx/content
237,Karlstrom_Karl_SUPPLEMENTARY_FIGS_FOR_DRYAD_191111.pptx,15,Complex,https://zenodo.org/api/records/4933698/files/Karlstrom_Karl_SUPPLEMENTARY_FIGS_FOR_DRYAD_191111.pptx/content
238,OS_3_Open Access_politiche EU.pptx,46,Complex,https://zenodo.org/api/records/7356103/files/OS_3_Open Access_politiche EU.pptx/content
239,Prague_14_9_natcom.pptx,6,Complex,https://zenodo.org/api/records/10702828/files/Prague_14_9_natcom.pptx/content
240,Vilhuber-Presentation-2021-01-19.pptx,1,Complex,https://zenodo.org/api/records/4450855/files/Vilhuber-Presentation-2021-01-19.pptx/content
241,Circuit-publication-SHS_2024_Zenodo.pptx,44,Complex,https://zenodo.org/api/records/10847742/files/Circuit-publication-SHS_2024_Zenodo.pptx/content
242,2022-11-24 Global Goals Expert meeting - SDG Dashboard - Maurice Vanderfeesten.pptx,21,Complex,https://zenodo.org/api/records/10033043/files/2022-11-24 Global Goals Expert meeting - SDG Dashboard - Maurice Vanderfeesten.pptx/content
243,EDDI23_EOSC_workflow_CDI.pptx,1,Complex,https://zenodo.org/api/records/10256938/files/EDDI23_EOSC_workflow_CDI.pptx/content
244,EDDI_2018_The Questionnaire Design and Documentation Tool QDDT v3_2.pptx,29,Complex,https://zenodo.org/api/records/2530046/files/EDDI_2018_The Questionnaire Design and Documentation Tool (QDDT) v3_2.pptx/content
245,Day 7 Game Components.pptx,4,Complex,https://zenodo.org/api/records/5902445/files/Day 7 Game Components.pptx/content
246,DMP_2023-2024_v2.pptx,31,Complex,https://zenodo.org/api/records/10650929/files/DMP_2023-2024_v2.pptx/content
247,Economic and Social Research Council UK  DigitalFootprints data services for the past present and future_Jackson-Mr.pptx,14,Complex,"https://zenodo.org/api/records/6614813/files/Economic and Social Research Council UK – DigitalFootprints data services for the past, present and future_Jackson-Mr.pptx/content"
248,HG-fosscomm2018-pres.pptx,11,Complex,https://zenodo.org/api/records/1432789/files/HG-fosscomm2018-pres.pptx/content
249,donnees_5-points_20211018.pptx,21,Complex,https://zenodo.org/api/records/5607611/files/donnees_5-points_20211018.pptx/content
250,TuringWay-Rightscon-English-with-transcripts.pptx,14,Complex,https://zenodo.org/api/records/6627260/files/TuringWay-Rightscon-English-with-transcripts.pptx/content
251,4.0 Selection of Research Problem - Chapter 4-pages-deleted-converted.pptx,53,Complex,https://zenodo.org/api/records/11316251/files/4.0 Selection of Research Problem - Chapter 4-pages-deleted-converted.pptx/content
252,Lviv Digital History Seminar ETC V11.pptx,6,Complex,https://zenodo.org/api/records/5535699/files/Lviv Digital History Seminar ETC V1(1).pptx/content
253,4.0 Selection of Research Problem - Chapter 4-pages-deleted-converted.pptx,7,Complex,https://zenodo.org/api/records/11316251/files/4.0 Selection of Research Problem - Chapter 4-pages-deleted-converted.pptx/content
254,OS_1_PhD_2019.pptx,42,Complex,https://zenodo.org/api/records/3605998/files/OS_1_PhD_2019.pptx/content
255,SCS_2022_AMPs_network_science.pptx,2,Complex,https://zenodo.org/api/records/6784417/files/SCS_2022_AMPs_network_science.pptx/content
256,AM_MartaMusso_general ape presentation_Calames_FR_F_20230616.pptx,7,Complex,https://zenodo.org/api/records/8124059/files/AM_MartaMusso_general ape presentation_Calames_FR_F_20230616.pptx/content
257,Milner0.pptx,35,Complex,https://zenodo.org/api/records/4036381/files/Milner0.pptx/content
258,Master Presentation-Pelatihan Etika dan Akses Journal-UNIB.pptx,1,Complex,https://zenodo.org/api/records/4120432/files/Master Presentation-Pelatihan Etika dan Akses Journal-UNIB.pptx/content
259,capacitacion calificadores.pptx,11,Complex,https://zenodo.org/api/records/8319830/files/capacitacion calificadores.pptx/content
260,Sensibilisierungsvisualisierung_Workshop_2.pptx,4,Complex,https://zenodo.org/api/records/7993928/files/Sensibilisierungsvisualisierung_Workshop_2.pptx/content
261,Perfil-revistas-lilacs-2023.pptx,26,Complex,https://zenodo.org/api/records/10086133/files/Perfil-revistas-lilacs-2023.pptx/content
262,06-22-Tipos_Metodologicos_Estudio_s-Caso-Control.pptx,21,Complex,https://zenodo.org/api/records/7743926/files/06-22-Tipos_Metodologicos_Estudio_s-Caso-Control.pptx/content
263,On Plagiarism_Course Work Presentation.pptx,57,Complex,https://zenodo.org/api/records/6655237/files/On Plagiarism_Course Work Presentation.pptx/content
264,Whitaker_MuninConference_November2023.pptx,62,Complex,https://zenodo.org/api/records/10302472/files/Whitaker_MuninConference_November2023.pptx/content
265,Dave OLeary AgriGEO2022_Final.pptx,7,Complex,https://zenodo.org/api/records/6361750/files/Dave O'Leary AgriGEO2022_Final.pptx/content
266,OS_4_Data_management.pptx,89,Complex,https://zenodo.org/api/records/10279560/files/OS_4_Data_management.pptx/content
267,TuringWay-FOSS21-WITH_SPEAKERS-NOTES.pptx,39,Complex,https://zenodo.org/api/records/4537702/files/TuringWay-FOSS21-WITH_SPEAKERS-NOTES.pptx/content
268,VQR_UNITO_CONTROLLI_V3.pptx,47,Complex,https://zenodo.org/api/records/5511491/files/VQR_UNITO_CONTROLLI_V3.pptx/content
269,OS_4_PhD_2019.pptx,66,Complex,https://zenodo.org/api/records/3606029/files/OS_4_PhD_2019.pptx/content
270,20210623_GO-Change-in-Brazil_DeboraDrucker.pptx,3,Complex,https://zenodo.org/api/records/5116162/files/20210623_GO-Change-in-Brazil_DeboraDrucker.pptx/content
271,Presentation1 - Pembuatan Profil Google Scholar.pptx,11,Complex,https://zenodo.org/api/records/4663004/files/Presentation1 - Pembuatan Profil Google Scholar.pptx/content
272,3_20190418_eLABJournal.pptx,2,Complex,https://zenodo.org/api/records/2649113/files/3_20190418_eLABJournal.pptx/content
273,WT gland numbering.pptx,26,Complex,https://zenodo.org/api/records/5006205/files/WT gland numbering.pptx/content
274,TanonReyes_presentation.pptx,25,Complex,https://zenodo.org/api/records/3776520/files/TañónReyes_presentation.pptx/content
275,UniSS_2023_Open_Science.pptx,28,Complex,https://zenodo.org/api/records/10227796/files/UniSS_2023_Open_Science.pptx/content
276,MIDAS_AnnualMeeting_20240916_final.pptx,15,Complex,https://zenodo.org/api/records/13884506/files/MIDAS_AnnualMeeting_20240916_final.pptx/content
277,Supplementary_Figure_S2.pptx,1,Complex,https://zenodo.org/api/records/11122311/files/Supplementary_Figure_S2.pptx/content
278,OS_1_PhD_2019.pptx,30,Complex,https://zenodo.org/api/records/3605998/files/OS_1_PhD_2019.pptx/content
279,Skills4EOSC-German RDM Inititatives meeting 20230628.pptx,6,Complex,https://zenodo.org/api/records/8093818/files/Skills4EOSC-German RDM Inititatives meeting 20230628.pptx/content
280,Skills4EOSC_SES-training_mod0_Data_Sharing_intro_v1.0.0.pptx,21,Complex,https://zenodo.org/api/records/13646664/files/Skills4EOSC_SES-training_mod0_Data_Sharing_intro_v1.0.0.pptx/content
281,HMC_Conference2022_HMC_Impluse_UseCases-HZB-KIT_v4.pptx,5,Complex,https://zenodo.org/api/records/7157694/files/HMC_Conference2022_HMC_Impluse_UseCases-HZB-KIT_v4.pptx/content
282,Master Presentation-Pelatihan Etika dan Akses Journal-UNIB.pptx,21,Complex,https://zenodo.org/api/records/4120432/files/Master Presentation-Pelatihan Etika dan Akses Journal-UNIB.pptx/content
283,Electrimacs_280524_SamHarrison_upload.pptx,12,Complex,https://zenodo.org/api/records/11444819/files/Electrimacs_280524_SamHarrison_upload.pptx/content
284,PhD2020_OS_1.pptx,20,Complex,https://zenodo.org/api/records/4058270/files/PhD2020_OS_1.pptx/content
285,OS_4_PhD_2019.pptx,15,Complex,https://zenodo.org/api/records/3606029/files/OS_4_PhD_2019.pptx/content
286,Enrichment-student-Git-Good-Workshop-2023.pptx,44,Complex,https://zenodo.org/api/records/8435227/files/Enrichment-student-Git-Good-Workshop-2023.pptx/content
287,Corrosion_Slava_ChimieParisTech.pptx,9,Complex,https://zenodo.org/api/records/13834416/files/Corrosion_Slava_ChimieParisTech.pptx/content
288,REINFORCE-0016A-23_PresentationAtTheFRONTIERSOnli.pptx,7,Complex,https://zenodo.org/api/records/7764005/files/REINFORCE-0016A-23_PresentationAtTheFRONTIERSOnli.pptx/content
289,3a_Plaque_assay.pptx,11,Complex,https://zenodo.org/api/records/5830908/files/3a_Plaque_assay.pptx/content
290,Supplementary_figures_-_for_Dryad_2020_06_09.pptx,2,Complex,https://zenodo.org/api/records/4394378/files/Supplementary_figures_-_for_Dryad_2020_06_09.pptx/content
291,CC Summit slides.pptx,14,Complex,https://zenodo.org/api/records/5521150/files/CC Summit slides.pptx/content
292,Figure 2_original gels.pptx,1,Complex,https://zenodo.org/api/records/11087676/files/Figure 2_original gels.pptx/content
293,Petits jeux autour des normes.pptx,6,Complex,https://zenodo.org/api/records/3244069/files/Petits jeux autour des normes.pptx/content
294,1st pitch 2023-12-07_TRANSLATE_Pitch.pptx,8,Complex,https://zenodo.org/api/records/12608372/files/1st pitch 2023-12-07_TRANSLATE_Pitch.pptx/content
295,Exploiting regional reanalysis data for assessing long-term trends of the human thermal bioclimate in Greece_EMS2023-154.pptx,20,Complex,https://zenodo.org/api/records/8341098/files/Exploiting regional reanalysis data for assessing long-term trends of the human thermal bioclimate in Greece_EMS2023-154.pptx/content
296,2024-03-25_UofTenn_DataReuseAndCitation 25 March 2024.pptx,26,Complex,https://zenodo.org/api/records/10871243/files/2024-03-25_UofTenn_DataReuseAndCitation 25 March 2024.pptx/content
297,ontology of becoming - jean delahousse - track 2 -.pptx,15,Complex,https://zenodo.org/api/records/6518913/files/ontology of becoming - jean delahousse - track 2 -.pptx/content
298,CC Summit slides.pptx,39,Complex,https://zenodo.org/api/records/5521150/files/CC Summit slides.pptx/content
299,Thinking_Data_Management_On_Different_Scales.pptx,9,Complex,https://zenodo.org/api/records/8329306/files/Thinking_Data_Management_On_Different_Scales.pptx/content
300,MAPWORMS_HCMR_Hydromedit_20240601.pptx,6,Complex,https://zenodo.org/api/records/13683253/files/MAPWORMS_HCMR_Hydromedit_20240601.pptx/content
